"easting","northing"
430584.349612774,4512575.78218494
430250.159110532,4512585.5960322
430480.777200552,4512339.2565549
430658.184977745,4512423.32983557
430297.374600215,4512423.90266797
430204.779676485,4512257.90133427
430492.641681904,4512328.12271111
430660.003567936,4512449.68691773
430744.375575698,4512398.14261599
430665.316675353,4512670.63517681
429904.397921606,4512349.03604771
430198.222428439,4512415.31429551
430427.835865133,4512492.03257691
430590.759620268,4512234.88761723
430846.673370882,4512536.85371629
430140.29128723,4512363.22504031
430286.263821215,4512607.01446923
430205.807552377,4512492.92240012
430131.097363858,4512527.87662039
430485.590146551,4512341.0570794
430492.301444575,4512305.11111839
430194.645803167,4512349.1438112
430193.830302365,4512347.42670346
430540.993220836,4512559.84911157
430381.00489672,4512430.75140564
430546.892416987,4512285.91243388
430315.687774249,4512306.26136506
430540.580407428,4512296.7264126
430643.445496598,4512535.90582889
430061.093814426,4512318.61022335
430722.207851667,4512512.89760689
430187.537370492,4512344.92948693
430581.68040169,4512490.03002663
430452.165503492,4512283.0553308
430849.70302934,4512460.29963841
430617.092201047,4512655.28345955
430425.058401681,4512399.0087252
430029.974351362,4512480.65757392
430779.51818506,4512541.34203214
430062.674880085,4512333.11664701
430735.941146559,4512459.83672508
430204.980178115,4512304.68969529
430208.530585275,4512137.39240323
430697.736380211,4512257.98065949
430385.088199353,4512412.98723089
430568.1182526,4512396.28839929
430528.643854099,4512673.39307123
430743.192460256,4512281.00770504
430562.342409766,4512320.55479645
430593.732797919,4512393.49861515
430696.709252309,4512467.14207286
430692.301095608,4512453.3529492
430777.892049486,4512635.95917395
430594.010140905,4512263.9932904
430556.437691158,4512268.41098133
430496.378642788,4512403.20858889
430566.845381263,4512589.31246422
430095.724051851,4512533.88307911
430528.313980121,4512427.80922105
430877.67015892,4512425.0551891
430456.862795258,4512357.5173982
430799.0465196,4512294.47874365
430368.707361031,4512296.51704458
430922.655897412,4512398.53505285
430053.049390759,4512317.22317973
430295.497999476,4512357.76042888
430132.363366352,4512402.78494943
429773.604097146,4512466.03753007
430472.751944798,4512551.4486214
430627.598213,4512487.02286761
430813.394020317,4512541.29694303
430395.378466358,4512594.63682885
430992.820943277,4512812.5013116
430619.3784222,4512556.44014367
430977.126168407,4512553.50098891
429757.109661292,4512250.87135812
430475.370591033,4512495.00958951
430008.737308806,4512474.01546256
430684.105152263,4512587.98650304
430109.158248212,4512197.69072464
430654.607559,4512394.5648887
430678.348228643,4512225.63708516
430470.041125888,4512562.03013539
429963.298697758,4512396.04750484
430385.111482646,4512391.15395606
430393.488678883,4512386.01411741
430647.775054593,4512692.0579659
430071.391151286,4512429.66954854
430624.922184873,4512591.01154215
430931.709189817,4512794.27917869
430466.383492241,4512248.40643919
430339.790746075,4512363.07975852
430542.172934004,4512472.49342833
430557.629108027,4512306.69132518
430375.011067008,4512345.59152175
430742.705638869,4512355.02340914
430356.629635309,4512361.54702799
430766.048597659,4512628.0446805
430321.884165689,4512440.71380131
430687.033430386,4512579.88710741
430912.143951598,4512660.00677034
430302.302814896,4512309.89837185
430700.802329676,4512545.89890811
430117.405693196,4512236.55039847
430309.935122536,4512228.22875547
430039.242249519,4512390.54259594
430434.73202967,4512464.80086847
430385.039407031,4512449.69103165
430590.502837537,4512421.61192061
430512.399067139,4512575.67033387
430637.320580036,4512452.14508847
430132.091937559,4512250.7255944
430514.389549517,4512388.28382085
430453.820029458,4512557.58627399
430300.032254398,4512452.53358526
430638.214956917,4512513.10163637
430418.935503533,4512403.36451478
430658.041190059,4512279.15738739
430375.042131427,4512670.92162672
430280.474113682,4512315.44413159
430577.5132531,4512400.32872862
429793.530067889,4512236.8195728
430016.881487494,4512464.03222906
430417.582546488,4512391.47662436
430153.714525633,4512217.17975955
430679.090878809,4512457.70140318
430069.228020648,4512339.99891143
430603.03906793,4512477.84392255
430719.73981542,4512452.94884786
430641.732796641,4512312.65623043
430447.822549912,4512627.56247522
430233.680108607,4512647.6446951
430138.716704186,4512336.20655403
430843.72656577,4512291.50438958
430446.461984351,4512577.57167775
430730.675626245,4512653.38545848
430527.598294156,4512426.94543212
430458.463995808,4512395.08344364
430610.665518918,4512381.23481757
429851.341150477,4512077.93093045
430229.228507255,4512358.84345743
431228.896409579,4512668.10223219
430399.648574552,4512383.62888702
430611.96884824,4512529.16716646
430226.747700039,4512472.45175367
430132.281209567,4512197.41073599
430118.037557011,4512136.07211516
429853.325058316,4512174.76560496
431013.255033057,4512761.91629536
430764.102108738,4512510.13510824
430278.228837245,4512602.48501552
430397.707798453,4512310.12483004
430348.654585187,4512676.85939207
430511.163144628,4512592.9469176
430376.059071847,4512463.4086127
430435.287873871,4512421.82548757
430401.865310065,4512565.7460684
430814.623315653,4512591.89195597
430367.631063514,4512421.78403655
430690.315992076,4512281.01347718
430134.730493189,4512130.07933016
430680.796565489,4512649.68325739
430300.05080572,4512472.44025766
430486.844743451,4512790.701007
430362.813397434,4512280.79056709
430318.138804156,4512760.18736179
430213.919049368,4512255.63463676
430237.616206931,4512311.25173611
430102.842919413,4512658.17970634
430513.824629626,4512157.58202775
430382.921441238,4512339.47551641
430219.157746901,4512348.33499176
430045.538037481,4512416.65296317
430665.174472611,4512436.74023126
430434.985726326,4512445.68979774
430766.798000072,4512295.18476345
430757.441096616,4512429.78416687
430193.599904768,4512236.71541962
430695.123845595,4512564.54798338
430704.599503023,4512474.18045462
430613.769417146,4512335.88984742
