"id","easting","northing"
7,291706.507367483,4425958.25457938
7,291646.937771461,4425922.2585937
7,291550.003660961,4425718.87995209
7,291468.574710105,4425925.17869209
7,291716.653855089,4425808.36635963
7,291583.792651776,4425763.64748651
7,291663.196805448,4425992.65113205
7,291587.059397616,4425824.57779185
7,291735.46025281,4426087.32958748
7,291544.600235179,4426114.34407731
7,291766.393607495,4425754.75046446
7,291904.648556992,4426031.83404931
7,291622.557542247,4426010.6244383
7,291494.410754763,4426212.88793263
7,291661.8965076,4426044.13296846
7,291915.4550388,4426035.78912721
7,291655.137074831,4425982.56378455
7,291839.159421436,4426093.80414816
7,291762.978114674,4425951.50732163
7,291511.437338461,4426055.21228105
7,291605.726752388,4426018.19847128
7,291918.496192571,4425997.35664012
7,291864.636820251,4425927.43071729
7,291834.131346506,4426001.04508611
7,291566.621763045,4426139.27662442
7,291531.231910967,4426014.17604905
7,291582.133215525,4425894.35525668
7,291745.725869504,4425932.13684679
7,291382.296692436,4425832.08081887
7,291699.730405353,4425758.17271609
7,291396.277527201,4426214.85080021
7,291677.522454914,4425919.57270316
7,291832.923213389,4425949.81195016
7,291292.207827574,4425845.95630146
7,291679.918971392,4426055.6069632
7,291686.5107845,4425952.95134213
7,291424.158406049,4425975.83982804
7,291735.034839694,4425786.8478596
7,291660.024858057,4425928.38201488
7,291419.281784413,4426014.49991491
7,291467.340759392,4426101.45737388
7,291610.282101378,4425921.90094167
7,291439.303637429,4425834.14999311
7,291702.115350833,4425994.0071391
7,291633.512452994,4425825.92892769
7,291600.519393729,4426081.95679221
7,291604.49732516,4425962.85327507
7,291250.609432556,4425757.57276147
7,291574.98984278,4425778.03541741
7,291746.614054743,4425542.69462744
7,291525.251208883,4425794.77509174
7,291646.437432488,4426094.0104703
7,291716.344582873,4425939.96330575
7,291547.719133655,4425724.02190504
7,291718.747430836,4426103.63317332
7,291676.806075688,4426058.2896466
7,291372.279547123,4425821.10844014
7,291769.224837924,4425880.55240921
7,291512.474785208,4425845.02427303
7,291609.242952346,4425837.25302187
7,291458.440435134,4426025.79440355
7,291799.748943402,4426016.75715177
7,291463.377976954,4425877.77384123
7,291711.082053897,4425878.58615478
7,291481.705330244,4425824.50379889
7,291495.594498902,4425795.15832442
7,291695.32873146,4425987.78997603
7,291427.71384241,4426062.2995905
7,291705.180154879,4426098.54548542
7,291606.89201095,4426176.35382281
7,291564.612270024,4425859.15908892
7,291897.87744057,4426058.29460229
7,291566.914222149,4426074.75987346
7,291523.954169339,4425984.87686728
7,291725.946721955,4425814.67385516
7,291575.452833165,4426000.89079889
7,291524.034263482,4426061.04213707
7,291621.45444199,4426026.6562556
7,291678.651689806,4425904.07032816
7,291553.597570925,4426004.30394212
7,291719.115875774,4425835.9425082
7,291658.663186954,4425942.76601333
7,291735.211207966,4426219.49664995
7,291699.672675871,4426019.80698178
7,291284.324420568,4425931.72972713
7,291713.801069981,4426034.78412628
7,291653.941984971,4425876.53419872
7,291590.773400617,4425866.75392098
7,291732.702041048,4425864.23411755
7,291680.382772735,4425825.20838849
7,291538.379332076,4426229.26375687
7,291709.759605301,4425879.81984027
7,291675.908107174,4425861.66860228
7,291490.836809358,4425842.99289769
7,291528.344618724,4426150.41845163
7,291747.802300714,4425703.12567954
7,291654.828129544,4425886.68737048
7,291841.923187891,4425756.22838853
7,291472.296293762,4425934.60560217
7,291582.090394779,4426130.51207064
7,291551.80710398,4425913.41460861
7,291355.070192731,4425885.03286568
7,291473.217838523,4425724.16646512
7,291646.602428097,4425920.1525502
7,291428.269275666,4426054.17023683
7,291501.052889763,4425743.81863353
7,291698.921542124,4426132.06715709
7,291717.116369655,4426062.75817226
7,291505.232410801,4426032.90488346
7,291573.262371954,4425782.75278679
7,291814.761784763,4425884.19161963
7,291648.555616968,4425962.92951578
7,291401.631810676,4425842.8349205
7,291774.683034522,4426036.72360246
7,291639.246916976,4425764.20015009
7,291620.753283223,4426002.75644179
7,291625.973105063,4425869.83824446
7,291634.779234495,4425814.5945348
7,291863.019061789,4425786.81769195
7,291695.144277033,4425906.06814467
7,291392.847873792,4426038.11273015
7,291427.356659641,4426118.82793199
7,291715.454212664,4425852.79316795
7,291504.918846348,4425971.88624217
7,291716.374537551,4425613.85160762
7,291577.931545931,4426018.50284096
7,291467.272746125,4425741.77029887
7,291788.799822869,4425952.29901234
7,291459.484426743,4425795.07951571
7,291849.123309353,4425804.64348188
7,291750.605806241,4425912.68424962
7,291586.677390469,4426157.99789162
7,291785.126927636,4425957.94111339
7,291665.315185833,4425683.35322205
7,291814.363304929,4426008.74229254
7,291685.712199376,4425932.09358448
