"id","easting","northing"
275,291736.404133378,4428261.46177975
275,291759.497357657,4428279.77038558
275,291317.604421058,4428064.22577375
275,291378.668035448,4428088.56877056
275,291534.412360576,4427813.78856465
275,291304.563736118,4428147.48192829
275,291730.324148251,4428431.46213927
275,291845.209574684,4428190.84989697
275,292323.728428416,4428306.7617405
275,291784.210976068,4428222.83175157
275,291632.609529221,4428373.49164825
275,291660.363021005,4428100.07740274
275,291800.502979615,4428275.33411435
275,291087.1904943,4428177.15079643
275,291548.439045373,4428300.53086461
275,291943.143303299,4428060.68380909
275,291836.824040092,4428275.74629365
275,291056.133095554,4427827.24696583
275,291336.202231922,4427966.6252998
275,291715.055719379,4428197.44327597
275,291478.983723339,4427993.47830132
275,292151.191145285,4428360.54699473
275,291335.837847067,4428369.31634781
275,291686.596315559,4428371.29820344
275,291343.960521596,4428049.52691367
275,291135.945087503,4428062.32166219
275,291804.076241741,4428503.23757167
275,291999.532207511,4428184.06042787
275,291676.215236615,4428202.22487443
275,291161.686498611,4428009.46143765
275,291136.303737602,4427982.99733406
275,291720.763725993,4428082.74388164
275,291503.005867915,4428204.23038484
275,291796.542311739,4428381.22932176
275,291515.665167529,4428161.86854642
275,291858.279748367,4428195.17310559
275,291943.245576517,4428117.08407214
275,292050.290190061,4428283.99086011
275,291189.523010309,4428532.31621741
275,292025.597709109,4428342.02157985
275,291414.324808083,4428130.24733756
275,291892.561734676,4428096.58329338
275,291783.339693541,4428572.52520921
275,292273.331551457,4428351.4871316
275,291889.509552974,4428316.09418477
275,292309.734865992,4428480.48271566
275,291466.776852165,4428199.99934985
275,292319.416631317,4428717.38712115
275,291299.32801637,4428194.95828444
275,291365.580186513,4428350.59587125
275,291568.000198369,4428225.44160424
275,291526.4664706,4428165.98868274
275,291743.41319254,4428146.29876579
275,291435.872147643,4427774.81679268
275,291492.741767842,4428243.22461157
275,292018.188780695,4428595.23670206
275,292069.1699702,4428298.34714617
275,291293.980691753,4428071.694059
275,291887.368578968,4428116.67876288
275,291827.657166647,4428242.73312844
275,291870.295892236,4428277.09228237
275,292803.331427978,4428210.51194843
275,291342.951411857,4427959.34516651
275,291622.566799111,4428405.06281945
275,291718.481550767,4428250.59233992
275,291798.76493976,4428114.08089375
275,291449.941175187,4428157.22609595
275,291538.835212636,4428287.50182421
275,291348.925294299,4428341.20182308
275,291514.691784289,4428280.52283766
275,291366.000313693,4427965.25529291
275,292277.268803148,4428295.01682183
275,291557.376805824,4428009.00894159
275,291719.195929508,4428357.92497413
275,291462.266814949,4428057.04678511
275,291529.551580481,4428313.98617375
275,291606.958833957,4428108.80254599
275,291941.423953819,4428324.97115161
275,292139.057306098,4428416.63035379
275,291352.94720749,4428155.8060054
275,291828.825116234,4428412.5361299
275,291375.427976756,4427977.36912641
275,290975.682061285,4427822.19064215
275,291575.183871418,4428356.66813434
275,290974.522777411,4428004.88457993
275,291335.040994883,4428143.7228792
275,291149.644031599,4427630.85042601
275,291551.275882584,4428418.79901531
275,291755.696573696,4428292.90793993
275,292388.646026698,4428170.81111336
275,291888.753238649,4427988.43925026
275,291613.96694249,4428304.58978986
275,291527.693169488,4428377.19370545
275,291079.57334566,4427779.29777094
275,291872.59703946,4428276.46673612
275,291768.651696332,4428213.90057676
275,291777.602271899,4428120.7423993
275,291761.000435352,4428461.15707373
275,291381.170140459,4427891.563358
275,291480.596915834,4428289.2796688
275,291696.838713101,4428035.34256983
275,291081.406148402,4427849.43087742
275,291848.267637396,4428239.01119406
275,290965.398527972,4427962.97906862
275,291641.934752025,4428374.39336366
275,291705.106366754,4428066.49207611
275,291146.895911029,4427934.93201493
275,291782.215800745,4428151.99726558
275,291931.38747933,4428357.97368624
275,291840.480168119,4428329.71457278
275,291653.748746425,4428171.5552461
275,291462.161274977,4428097.82078421
275,290925.348260973,4427796.63042322
275,292206.433757221,4428102.41563814
275,291355.556191586,4427881.33314718
275,291618.908522204,4428370.3555232
275,291743.15707972,4428069.44598751
275,291344.472600185,4427942.76163837
275,291889.290438006,4428107.7734312
275,291665.185575239,4428339.83777852
275,291160.790179441,4427899.62055256
275,292453.111663856,4428510.1237438
275,291790.448015777,4428218.55571941
275,291865.820765231,4428261.96648617
275,291781.912655921,4428031.96512341
275,291561.764567157,4428197.04987944
275,291052.720068807,4427752.85160359
275,291779.009968516,4428025.68033442
275,291571.849146577,4428074.59698134
275,291725.460666134,4428253.81017033
275,291310.037991491,4428027.4332165
275,291607.846731514,4427916.37780494
275,291117.670876191,4428000.07333529
275,291828.715009918,4428519.24464465
275,291850.773608702,4428600.68590792
275,291796.078757828,4428420.11973145
275,291692.340273701,4428293.16330767
275,292128.29480753,4428351.02677446
275,291900.062836227,4428113.90432268
275,291785.791097436,4428279.0751299
275,291433.068337628,4428260.05043606
275,291675.844457807,4427938.67108944
275,291243.632570772,4428094.99102716
275,291386.814534131,4428104.33534097
275,291636.837761278,4428265.48199898
275,291596.454009234,4428460.11583675
275,291305.649604889,4428080.90013007
275,291419.770518313,4428225.21315951
275,291890.728056382,4428320.72625682
275,291230.013295304,4427877.72593572
275,290802.909859144,4427899.42578535
275,291589.204724023,4428170.90586486
275,291587.849354977,4427940.40634164
275,291210.173647276,4428342.56087076
275,291475.38202709,4427892.07452127
275,291206.437850681,4428211.44653323
275,291313.723371017,4427945.6427542
275,291759.612896636,4428203.19306784
275,291398.95118571,4428087.45525666
275,291897.772226169,4428245.28496392
275,291707.410900248,4428364.20035831
275,292050.17635792,4427985.58735313
275,291668.30118831,4428541.76505936
275,291929.044216093,4428168.27359674
275,291619.450069676,4428313.5167787
275,291345.798541235,4428121.5044049
275,292140.931275531,4428438.89758877
275,291826.279983057,4428002.56873963
275,291645.964006291,4428360.69371163
275,291050.4839437,4428122.2100812
275,291576.589703245,4428344.65041012
275,291350.503806919,4427928.93972833
275,291835.853460125,4428471.36172661
275,291184.417290323,4427987.33888254
275,292718.47202966,4428343.4091213
275,291840.482941177,4428208.38699048
275,291937.284822027,4427966.40196523
275,291725.674750505,4428262.36705126
275,291233.832542902,4428412.53389549
275,291456.269310258,4428130.19317144
275,292147.841986813,4428129.14265351
275,291901.30737747,4428194.75783632
275,292295.173741551,4428590.55680734
275,291316.622370521,4428072.31106501
275,291501.688121874,4428203.65147358
275,291613.219964569,4428033.47446821
275,291289.697371434,4428005.99295775
275,291479.086410366,4428280.54682699
275,291443.221400191,4428048.27419364
275,291187.897165285,4428136.50643511
275,291495.043397487,4428169.18581172
275,292327.761681161,4428286.83693537
275,291818.753342113,4428490.10067889
275,291435.644429938,4428140.56335927
275,291427.11212796,4428037.90082888
275,292011.103955085,4428118.28572555
275,291695.467798213,4428151.37291584
275,291384.893227447,4428200.79615572
275,292199.207190455,4428329.58485436
275,291689.891893666,4427988.47839934
275,291684.793539755,4428231.18219889
275,291498.79211492,4428100.12600823
275,291485.595272573,4427975.7266407
275,292052.13750784,4428400.50940347
275,291602.041332773,4428257.29452579
275,292258.512076019,4428466.54208821
275,291438.301622985,4427882.43294043
275,291943.992680072,4428362.20248467
275,291295.497919764,4428413.36170294
275,291368.969587931,4428269.88644533
275,291302.148240013,4427982.44639155
275,291285.367973716,4427854.52761516
275,292066.455129014,4428434.21659758
275,291854.540930309,4428222.25070692
275,291856.595160606,4428216.52306706
275,291702.950011059,4428148.35225192
275,292393.652755004,4428116.70087575
275,291195.407674711,4428120.34683517
275,291000.873344376,4427873.94155501
275,291626.710863013,4428342.2972054
275,292260.612698945,4428341.85240737
275,291265.077469539,4428312.04476711
275,291162.670762475,4428273.87703989
275,291802.775523864,4428163.14929235
275,291888.819020328,4428379.07789584
275,291635.336453409,4428309.2890701
275,290672.977708723,4427646.04608456
275,291187.688534609,4428263.87348484
275,292336.488055605,4427990.86414101
275,291359.882976793,4427870.98937728
275,291101.447081545,4427916.64441104
275,291497.637864351,4427988.9593736
275,291877.425722613,4428174.34241246
275,292302.811875124,4428260.55624639
275,291865.63100402,4428321.74415948
275,292135.066033575,4428436.82398713
275,291206.484755034,4428116.11145091
275,291375.014328816,4428191.18070017
275,291902.057656912,4428178.98886512
275,291688.88064118,4428209.135105
275,292285.118843689,4428041.61610301
275,291998.278365455,4428301.8582505
275,291833.909343777,4428236.35147555
275,292025.423019711,4428429.23841765
275,291617.567118706,4428287.83057438
275,291805.052520836,4428349.9707784
275,291965.428479399,4428285.19384553
275,291549.648932083,4428270.68859196
275,290624.637442083,4427605.60519311
275,291714.670761194,4428630.53040334
275,292411.411060714,4428420.01861613
275,291742.29443901,4428545.64669412
275,292287.656147047,4428033.17922164
275,292740.879894806,4428320.19407774
275,291559.896904553,4428183.03337933
275,292317.582616236,4428230.76572973
275,291582.311663416,4428255.27485557
275,292010.297709809,4428668.93084968
275,291500.469897696,4428129.84536345
275,291541.653879354,4428024.99439208
275,290987.549733845,4427907.60112942
275,291784.624712357,4428509.34095609
275,291199.813457154,4427991.84566895
275,291387.578043606,4428167.90959711
275,291538.183501016,4428474.13638014
275,291360.57284014,4428001.4765667
275,291094.83372036,4428334.73557085
