"easting","northing"
287481.676989782,4429223.78668433
288957.592054642,4430978.16791791
288599.163526935,4430388.02603465
289432.957552763,4430872.10031164
287203.479355151,4428828.58203669
288651.176947688,4430306.4807987
289229.351412492,4430657.24539466
288316.444127088,4429458.05818643
288135.939622569,4429999.538116
289494.522741582,4430811.2034502
288365.587934496,4428998.34853958
290322.601063631,4431623.40985746
289512.067002747,4430952.89894999
288430.419237793,4430278.12278304
289750.670083709,4431233.10082496
288290.02653391,4429511.79935282
289256.427971554,4430663.25070248
287917.801020388,4429198.11372113
288104.899878644,4430099.49728548
289314.421178401,4430359.57338689
290407.212850674,4431553.36936739
287979.2575251,4429439.10280638
290308.746448711,4430951.61233031
289316.495438269,4430793.31950481
288036.064782969,4429921.87181266
288947.038254743,4430732.81893418
289950.555613302,4431176.43486117
288658.395619327,4430346.05929584
289984.929885702,4431001.04471587
288660.45743479,4430281.79597374
289099.584047403,4430078.63693502
289697.124457459,4431177.05737621
289327.795632458,4431255.85181129
289821.902405199,4430843.66709183
287199.116347368,4428518.84583454
288498.528010877,4429538.41525959
287098.310337298,4428193.4478108
288884.144373495,4430531.77688196
288737.733118345,4430163.75758464
288188.642256894,4430060.18488005
288873.447607024,4430340.5410468
288394.45967547,4429386.75911934
287699.191291763,4428784.56021275
287631.272064605,4429380.35500007
288216.824646146,4430302.82166314
287792.904545098,4430320.02290122
289188.357894882,4430848.92056509
288102.770117693,4429475.9878549
289062.845732202,4430298.24839657
288994.649031975,4430999.62381956
288787.302052447,4430339.27980198
289397.828348602,4430897.24009849
289208.173575297,4430710.82468979
288385.550964753,4430516.93338237
288291.144695926,4429647.88233137
288702.961584423,4430275.12791933
290832.437092811,4431470.94671668
290931.680324587,4431311.26197571
288531.187352922,4430173.9267324
287788.332603999,4430943.95357537
288159.752509811,4430062.35791319
288632.6254788,4430585.15130365
290715.834276727,4431597.99628982
289492.933396337,4430472.154059
288923.954017093,4430466.00779524
288231.122125833,4429836.2616175
288999.322539855,4430361.87317906
289071.566964783,4430495.39220454
289585.128645057,4430874.37158206
287987.039420244,4429516.7580167
287649.828568413,4429004.71126784
287752.069280123,4429382.83896576
289233.818156667,4430852.21357206
290721.77592172,4431897.26276365
288904.098603554,4430279.01677842
289869.293290163,4431164.945743
289681.267737996,4430957.34977495
290243.827115528,4431097.42334461
288300.023984642,4430147.28516966
290609.827658365,4431092.53658478
288791.057697961,4430717.54101725
290225.25253517,4431304.50628158
288924.061443362,4430242.01383772
289018.894593902,4430773.66956221
289418.658748063,4430454.67261732
289217.045370601,4430881.76876213
288738.719198555,4430427.52966011
288916.724180539,4430591.69778188
289219.08055501,4430756.20023334
288830.372010272,4429760.56609682
288670.804705908,4430303.36909181
288020.536661858,4430102.1802333
288327.822690111,4429817.37993271
288662.841515104,4430323.51264642
289114.180857807,4430550.8588195
288662.521645074,4429750.68100321
287297.370993043,4428215.67493522
289182.258375726,4430567.35459925
288138.119236879,4431093.14642624
288643.266294133,4430669.18899393
288358.675224305,4429838.27329431
289412.383819112,4431121.76670974
289063.716869704,4430858.76726733
289239.252631703,4430638.61348113
288254.320348923,4429677.68150013
288972.027615231,4430687.1296973
289145.95581458,4430734.5175304
289995.568983705,4430797.97683884
288875.825600157,4429861.45515548
288128.5932115,4429898.0572765
289343.152108473,4430344.20761936
290660.647346565,4431342.42135816
288437.824533415,4430173.30351474
289495.245050159,4430547.78655808
289486.070289402,4430665.80703215
290106.219843018,4431559.33718834
288266.137255561,4429681.65095976
288524.182895875,4430309.90496171
288130.269258011,4429233.38884785
288161.770344375,4430040.095615
288093.247833877,4429321.11623147
288701.252654265,4430155.53800008
288655.483887241,4429672.32767427
288982.905557869,4430297.85655471
289451.419169044,4430510.71865841
288376.395422091,4430593.79990396
288087.247276138,4430112.98080188
287977.690417988,4429871.89372439
288347.05672743,4430568.49761161
288526.555620906,4430177.60202958
289457.890052689,4430666.48282809
289142.838780261,4430599.9229544
289789.346466684,4431016.36143529
288507.362814775,4430761.65559077
287991.200773814,4429908.45375255
288621.296715317,4430465.25926855
289868.38670881,4431102.27644084
290141.275338691,4431393.98975546
289195.014843376,4430330.46957081
289314.522238838,4430403.60113108
289081.490960642,4430599.46415382
288551.7544849,4429819.99886181
287758.172631428,4429650.67458098
288687.300822728,4429995.92834461
289843.569906816,4430741.10361178
288861.156103353,4430343.11545563
289714.576402366,4430735.92842989
288839.228479405,4430171.80399717
288379.788939217,4430861.77368528
288134.459399078,4429479.95107841
288391.281752696,4429637.47407026
288072.795430766,4430227.68996261
288221.511362614,4430026.16613276
288167.128398484,4430593.93447296
290552.456099692,4431298.48109395
288956.58529661,4430336.32020809
288103.294759547,4430618.3007768
289774.844779611,4431108.03275748
288601.892650009,4430000.98407254
290457.558987879,4430729.94853246
288949.571636147,4430358.46009005
290019.013455753,4431424.26958055
290041.351933212,4430839.23584978
288391.009177028,4429370.71877441
288159.681039122,4430795.53700046
288912.215768336,4430732.7040878
289131.550160288,4430864.75084321
289670.251542886,4430861.46589146
288073.381047145,4429720.97052586
289898.213513986,4431089.80110414
287392.54623968,4428334.14171451
290362.767368494,4431154.1840778
288334.714195234,4429870.35553407
288152.243892541,4430487.31768421
287661.64959805,4428873.49706377
290290.158952737,4431072.28231366
289124.728895952,4430475.78459337
288319.626767941,4430196.50759676
290095.68769325,4431010.93735537
288074.355193486,4429831.5771339
288470.533427859,4430415.37420788
288884.433950437,4430489.21947266
288500.241513644,4430096.82262122
289039.447434474,4430733.0237561
290338.352598045,4431518.75656564
289454.976648278,4430904.2052755
288368.468643047,4429917.90963309
287781.30375194,4429223.66539119
290787.218239612,4431777.81147523
287751.433125674,4429977.07690663
289817.566382717,4431053.04131741
287716.300273236,4429442.91027903
291934.77357535,4431547.05759494
289270.71292415,4430725.37332931
287535.649749597,4429475.3958254
287639.77833909,4429467.3752587
288279.415984553,4430083.75565702
288768.33266983,4430783.91815615
288811.917326161,4430504.02507409
288296.619421401,4429928.19435457
289237.667286269,4430437.31278376
288753.923998045,4430293.09636497
288546.93796757,4430304.02641842
288867.54867055,4431253.00547833
289380.756068565,4430907.66984084
289766.318066399,4430626.58423824
289346.651823063,4430555.78056886
287973.199050764,4429038.65369249
287634.791710391,4429549.16785337
289509.879063592,4430751.81573518
289580.510591627,4430588.30344946
289642.94261954,4431232.79265384
290568.624490179,4431765.08235808
291974.305140924,4432044.99432406
288764.562897074,4430398.60310678
290467.215688054,4431175.59922857
288771.672993619,4430879.76526538
288003.275235337,4429782.89634719
289999.547519702,4430818.76574339
288104.958376679,4429753.40679238
289574.241122722,4431246.66837589
289110.542431855,4430576.56392924
289125.848307654,4430657.2967481
287775.750905489,4429591.63856365
289785.06552347,4431193.99859788
288531.734444811,4430284.69533744
288821.733055259,4430330.04342054
288267.600117791,4430194.52536334
288624.309495559,4430620.6186448
289219.437237447,4431362.52748624
287521.119982647,4429416.92317107
288935.009887546,4430102.9354043
287642.970939516,4429193.25675976
289211.255754304,4431395.03881254
288076.411737879,4430332.71948843
290803.456582113,4431554.84524466
289907.602736413,4431118.92978597
288611.10113197,4429836.07796417
288666.877851853,4430328.58093638
291770.950829635,4431505.51069984
289076.355511983,4430885.69928775
290511.02768203,4431229.41842182
288398.417945844,4429512.46555353
289551.005701936,4431141.68691862
288683.422062789,4430319.25625984
289198.232064161,4430849.05470101
289712.541806397,4430918.9327469
288370.02224861,4429939.48880988
288168.335996725,4429547.15847231
288750.773026495,4430107.29793448
289304.276571587,4430680.33027148
288660.073747817,4430367.73768409
289833.016281885,4431552.93403806
287482.45293387,4428631.41106958
291474.493961264,4431449.14498155
287337.801419881,4429380.99651703
289035.590249151,4430510.04057001
288192.337013101,4430068.65934186
290033.857792343,4431228.22716625
291409.558792838,4431389.66137014
289158.566395279,4430817.80679917
288887.34381983,4430923.31489772
288487.213510007,4429883.41025968
289660.600218472,4430916.60552324
291846.126345875,4431715.93286964
289407.820453477,4430274.72682887
289588.725597427,4431082.31694922
287998.654056858,4429727.00167909
288329.600752763,4430539.39275196
288590.226902337,4429994.49577115
290155.56313902,4431015.09610078
287553.225346202,4429383.04767359
287937.624173689,4430111.40452019
289099.936419223,4430297.811383
289866.696677678,4431784.71286581
288551.293431503,4430683.75385626
288993.896428583,4430173.60069244
289914.20781665,4430876.8745996
287901.930990454,4429362.00653618
288760.305721026,4430402.93834848
289110.062321047,4431300.1198359
288826.739198178,4430234.72788717
288508.604531779,4430533.67262142
